id_policy,pol_bonus,pol_coverage,pol_duration,pol_sit_duration,pol_pay_freq,pol_payd,pol_usage,pol_insee_code,drv_drv2,drv_age1,drv_age2,drv_sex1,drv_sex2,drv_age_lic1,drv_age_lic2,vh_age,vh_cyl,vh_din,vh_fuel,vh_make,vh_model,vh_sale_begin,vh_sale_end,vh_speed,vh_type,vh_value,vh_weight,town_mean_altitude,town_surface_area,population,commune_code,canton_code,city_district_code,regional_department_code,claim_amount,made_claim
A00059053-V01,0.5,Median2,18,12,Yearly,No,Retired,92004,Yes,83,101,F,M,59,77,17,1761,101,Gasoline,PEUGEOT,306,18,17,179,Tourism,17898,1130,31,482,81.6,4,88,2,92,0,0
A00050417-V01,0.5,Maxi,24,5,Yearly,Yes,WorkPrivate,73029,Yes,58,59,M,F,39,39,21,1242,75,Gasoline,FIAT,PUNTO,22,19,170,Tourism,10946,910,403,366,4.6,29,33,2,73,0,0
A00051691-V01,0.5,Maxi,15,6,Biannual,No,WorkPrivate,66002,Yes,64,59,M,F,45,38,17,2295,193,Gasoline,MERCEDES BENZ,CLK,18,17,234,Tourism,38418,1350,9,571,3,2,27,2,66,0,0
A00045967-V01,0.5,Maxi,10,5,Monthly,No,WorkPrivate,29039,Yes,54,45,M,F,35,27,11,1560,109,Diesel,PEUGEOT,307,11,10,192,Tourism,22900,1512,50,4101,19.4,39,10,4,29,0,0
A00086616-V01,0.5,Maxi,16,5,Yearly,No,WorkPrivate,45175,Yes,43,43,F,M,22,23,5,1199,75,Diesel,SEAT,IBIZA,5,1,168,Tourism,15830,1115,110,5073,1.3,175,10,2,45,0,0
A00050779-V01,0.5,Median1,10,8,Yearly,No,WorkPrivate,13015,Yes,49,41,M,F,30,21,18,1998,115,Gasoline,RENAULT,ESPACE,19,17,175,Tourism,25688,1490,219,2191,13.5,15,10,1,13,0,0
A00014451-V01,0.5,Maxi,14,6,Monthly,No,WorkPrivate,80021,Yes,48,43,M,F,29,22,9,1968,140,Diesel,VOLKSWAGEN,TOURAN,11,9,197,Tourism,27310,1600,47,5008,134,21,99,2,80,0,0
A00025355-V01,0.5,Median2,15,5,Yearly,Yes,WorkPrivate,43190,Yes,65,59,M,F,47,31,10,1870,120,Diesel,RENAULT,SCENIC,12,10,188,Tourism,24150,1430,725,2796,3.4,190,31,2,43,0,0
A00037979-V01,0.5,Maxi,9,6,Biannual,No,Retired,59122,No,72,0,F,,48,0,12,1997,109,Diesel,CITROEN,C5,14,13,192,Tourism,22000,1460,64,1821,32.5,122,88,2,59,0,0
A00085098-V01,0.9,Median2,8,5,Yearly,No,WorkPrivate,3211,No,27,0,F,,9,0,13,1753,75,Diesel,FORD,FIESTA,15,13,168,Tourism,13050,1041,318,2104,2.3,211,21,1,3,0,0
A00086879-V01,0.5,Median1,15,5,Biannual,No,Retired,78638,No,77,0,M,,58,0,17,1905,70,Diesel,PEUGEOT,306,17,16,160,Tourism,14376,1080,108,842,4.8,638,14,1,78,0,0
A00048060-V01,0.5,Maxi,7,6,Yearly,No,WorkPrivate,29019,No,49,0,M,,31,0,8,1686,101,Diesel,OPEL,MERIVA,12,6,178,Tourism,18120,1380,57,4912,141.3,19,99,1,29,0,0
A00075763-V01,0.54,Maxi,7,7,Monthly,No,WorkPrivate,43239,No,29,0,M,,11,0,15,1905,70,Diesel,PEUGEOT,306,17,16,160,Tourism,14376,1080,952,4070,0.8,239,10,1,43,0,0
A00006207-V01,0.62,Median2,27,10,Biannual,No,WorkPrivate,34265,No,65,0,M,,43,0,17,1998,132,Gasoline,CITROEN,XANTIA,20,18,198,Tourism,21221,1427,74,302,0.7,265,7,3,34,0,0
A00053524-V01,0.5,Maxi,12,5,Biannual,No,Retired,77139,No,72,0,M,,51,0,11,2463,135,Diesel,RENAULT,TRAFIC,12,9,163,Commercial,25236,0,81,414,6,139,6,5,77,0,0
A00000478-V01,0.5,Maxi,31,5,Yearly,No,WorkPrivate,56009,No,66,0,M,,45,0,10,1461,101,Diesel,RENAULT,SCENIC,12,10,172,Tourism,21450,1465,44,2565,0.9,9,22,1,56,0,0
A00077190-V01,0.5,Maxi,5,5,Yearly,No,Retired,60338,Yes,67,68,M,F,49,48,5,2143,170,Diesel,MERCEDES BENZ,GLK,6,1,205,Tourism,44000,1770,37,2095,4.5,338,37,3,60,257.65,1
A00089940-V01,0.5,Maxi,19,9,Monthly,No,WorkPrivate,16166,Yes,73,43,F,F,33,24,13,1124,60,Gasoline,CITROEN,SAXO,15,12,164,Tourism,9300,805,69,603,5.3,166,31,1,16,0,0
A00009180-V01,0.5,Median2,11,5,Yearly,No,WorkPrivate,33203,No,52,0,F,,34,0,23,1870,64,Diesel,RENAULT,EXPRESS,24,20,140,Commercial,12259,1475,20,22253,3,203,42,4,33,0,0
A00026502-V01,0.5,Maxi,31,7,Yearly,No,Retired,29178,No,84,0,M,,38,0,11,1461,82,Diesel,RENAULT,MODUS,11,10,168,Tourism,15600,1185,45,2404,6.2,178,27,1,29,0,0
A00011298-V01,0.5,Maxi,19,5,Yearly,No,Retired,62647,Yes,68,69,M,F,49,48,17,1994,105,Diesel,ROVER,620,17,16,185,Tourism,19666,1330,67,929,0.8,647,39,4,62,0,0
A00057832-V01,0.72,Mini,7,6,Monthly,No,WorkPrivate,40281,No,43,0,F,,7,0,20,954,45,Gasoline,PEUGEOT,106,23,21,145,Tourism,9818,850,79,2627,8.9,281,30,2,40,0,0
A00019092-V01,0.5,Maxi,15,5,Yearly,No,Retired,1354,No,67,0,F,,48,0,6,1699,116,Gasoline,MERCEDES BENZ,B180,6,4,180,Tourism,30100,1285,452,984,8.6,354,13,3,1,0,0
A00009543-V01,0.5,Maxi,15,13,Biannual,No,Professional,16329,No,45,0,M,,26,0,13,1997,90,Diesel,PEUGEOT,PARTNER,16,13,163,Tourism,16190,1110,179,2969,0.8,329,26,3,16,0,0
A00012220-V01,0.76,Maxi,6,6,Monthly,No,WorkPrivate,78423,No,45,0,F,,18,0,15,1896,64,Diesel,VOLKSWAGEN,POLO,17,16,163,Tourism,12334,960,163,1073,33.7,423,28,4,78,1308,1
A00081216-V02,0.5,Median1,6,6,Monthly,No,WorkPrivate,18019,No,59,0,M,,39,0,20,1870,66,Diesel,RENAULT,CLIO,25,19,161,Tourism,14788,905,204,2795,0.5,19,1,1,18,0,0
A00035352-V01,0.56,Median1,12,5,Biannual,No,WorkPrivate,95218,No,35,0,F,,15,0,16,1527,58,Diesel,CITROEN,SAXO,17,15,158,Tourism,10901,890,47,467,16.7,218,37,3,95,0,0
A00074183-V01,0.5,Median2,24,7,Biannual,No,WorkPrivate,33213,No,45,0,M,,26,0,14,1149,59,Gasoline,RENAULT,CLIO,16,15,160,Tourism,11952,890,40,2319,3.8,213,27,2,33,0,0
A00068356-V01,0.5,Median2,35,6,Yearly,No,Retired,11179,No,69,0,F,,42,0,19,1896,64,Diesel,VOLKSWAGEN,GOLF,24,22,156,Tourism,14361,1020,456,1205,0.1,179,18,1,11,0,0
A00086303-V01,0.5,Median1,30,7,Biannual,No,Retired,85056,No,72,0,M,,50,0,26,1595,55,Diesel,RENAULT,EXPRESS,30,21,132,Commercial,11247,1385,59,1516,0.3,56,27,1,85,0,0
A00006920-V01,0.5,Median2,30,7,Yearly,No,Retired,70279,Yes,85,52,M,F,65,32,17,1390,60,Gasoline,VOLKSWAGEN,POLO,20,17,160,Tourism,10093,910,209,2033,6.1,279,9,2,70,1308,1
A00044314-V01,0.5,Maxi,18,7,Yearly,No,Retired,12299,No,81,0,M,,59,0,7,1398,68,Diesel,CITROEN,C3,13,5,158,Tourism,18150,1058,778,3057,0.8,299,37,1,12,0,0
A00066687-V01,0.5,Maxi,9,5,Monthly,No,Professional,64519,No,53,0,M,,34,0,10,1968,140,Diesel,VOLKSWAGEN,TOURAN,11,9,197,Tourism,27310,1600,211,1380,3.6,519,23,3,64,0,0
A00065730-V01,0.5,Maxi,35,7,Biannual,No,Retired,85166,Yes,74,70,M,F,56,51,9,1149,75,Gasoline,RENAULT,CLIO,10,9,167,Tourism,13650,1080,12,4608,13.3,166,24,3,85,0,0
A00052790-V01,0.5,Maxi,18,8,Yearly,No,WorkPrivate,6089,No,70,0,M,,48,0,14,1998,136,Gasoline,MERCEDES BENZ,E200,20,15,205,Tourism,34652,1440,250,931,2.1,89,2,1,6,0,0
A00031092-V02,0.5,Maxi,11,5,Monthly,No,WorkPrivate,44018,Yes,58,56,M,F,36,38,5,1560,109,Diesel,CITROEN,C4 PICASSO,6,5,180,Tourism,27050,1489,19,1407,5.9,18,4,2,44,0,0
A00011058-V01,0.5,Maxi,15,11,Yearly,No,Professional,45274,No,51,0,M,,32,0,11,1997,90,Diesel,CITROEN,BERLINGO,13,11,163,Commercial,15727,1110,96,1733,7.2,274,40,2,45,0,0
A00004638-V01,0.5,Maxi,32,8,Biannual,No,Retired,84138,Yes,83,40,M,F,64,19,10,1560,109,Diesel,FORD,FOCUS,11,10,185,Tourism,20300,1258,276,5876,9.9,138,22,2,84,0,0
A00021997-V01,0.5,Maxi,9,5,Biannual,No,Retired,95219,Yes,70,67,M,F,50,47,9,1560,109,Diesel,CITROEN,C5,11,8,190,Tourism,26500,1424,54,419,27.6,219,10,3,95,0,0
A00010293-V01,0.5,Maxi,18,5,Biannual,Yes,WorkPrivate,31149,No,45,0,M,,27,0,6,1686,111,Diesel,OPEL,ASTRA,7,6,188,Tourism,21270,1393,172,2104,34.3,149,48,3,31,0,0
A00041278-V01,0.5,Median2,6,6,Monthly,No,WorkPrivate,63430,No,47,0,M,,27,0,46,602,33,Gasoline,CITROEN,DYANE 6,47,32,121,Tourism,4711,610,451,4482,11.5,430,46,5,63,0,0
A00043667-V01,0.5,Median1,13,7,Yearly,No,WorkPrivate,59446,Yes,40,39,F,M,20,21,13,1360,75,Gasoline,CITROEN,XSARA,15,13,175,Tourism,15950,1191,35,257,0.5,446,67,6,59,0,0
A00006971-V01,0.5,Median2,18,6,Monthly,No,WorkPrivate,63113,No,52,0,F,,33,0,12,1896,101,Diesel,SEAT,IBIZA,13,11,190,Tourism,16200,1142,370,4307,138.6,113,98,2,63,0,0
A00032924-V01,0.72,Mini,7,7,Yearly,No,WorkPrivate,1313,No,54,0,M,,24,0,17,1108,55,Gasoline,LANCIA,Y,17,16,150,Tourism,8827,800,458,1206,5.6,313,13,3,1,0,0
A00004691-V01,0.5,Maxi,6,5,Biannual,No,WorkPrivate,91421,Yes,40,39,M,F,20,18,5,1997,136,Diesel,FORD,KUGA,7,5,182,Tourism,28550,1498,70,1116,22.9,421,19,2,91,0,0
A00013396-V01,0.5,Median1,22,5,Biannual,Yes,Retired,83061,Yes,82,82,M,F,60,39,16,1598,108,Gasoline,RENAULT,MEGANE,16,15,195,Tourism,17136,1160,110,10504,52.2,61,13,1,83,0,0
A00078491-V01,0.5,Median2,7,7,Yearly,No,WorkPrivate,36005,No,49,0,M,,31,0,17,2800,123,Diesel,FIAT,DUCATO,18,13,150,Commercial,24724,0,171,6266,3.8,5,2,2,36,0,0
A00010791-V01,0.5,Maxi,33,7,Biannual,No,Retired,87085,No,77,0,F,,58,0,13,1149,75,Gasoline,RENAULT,CLIO,14,12,170,Tourism,11250,910,313,7971,139.2,85,99,2,87,0,0
A00076318-V01,0.5,Maxi,7,5,Biannual,No,WorkPrivate,37143,No,52,0,M,,34,0,7,1991,109,Diesel,MERCEDES BENZ,B180,8,7,186,Tourism,28400,1435,107,3949,1.4,143,12,3,37,0,0
A00044182-V01,0.5,Maxi,5,5,Yearly,No,WorkPrivate,80725,No,65,0,M,,40,0,6,1398,68,Diesel,CITROEN,C3,6,5,158,Tourism,19350,1185,65,467,4.4,725,13,2,80,0,0
A00035473-V01,0.5,Mini,11,8,Monthly,No,WorkPrivate,16083,No,55,0,M,,35,0,16,2188,113,Diesel,RENAULT,LAGUNA,17,15,195,Tourism,22106,1225,92,1148,0.4,83,1,3,16,0,0
A00033812-V01,0.5,Mini,32,18,Yearly,No,Retired,5046,No,79,0,F,,29,0,24,2500,75,Diesel,CITROEN,C25,25,21,122,Commercial,20014,0,1412,3567,6.2,46,8,2,5,0,0
A00061075-V01,0.51,Median2,11,6,Monthly,No,WorkPrivate,38242,Yes,33,38,F,M,14,19,13,1997,90,Diesel,CITROEN,XSARA,16,10,175,Tourism,20750,1320,864,532,1.2,242,18,1,38,0,0
A00050616-V01,0.64,Maxi,6,5,Monthly,No,WorkPrivate,30053,No,32,0,F,,13,0,5,1560,93,Diesel,PEUGEOT,207,5,4,182,Tourism,20000,1247,88,679,0.8,53,38,1,30,841.72,1
A00029951-V01,0.5,Maxi,21,5,Biannual,No,Retired,40088,No,65,0,M,,36,0,14,1997,90,Diesel,PEUGEOT,PARTNER,16,13,163,Tourism,16190,1110,14,1970,21,88,97,1,40,0,0
A00025086-V01,0.5,Maxi,14,12,Monthly,No,WorkPrivate,16236,No,67,0,M,,49,0,18,1905,70,Diesel,PEUGEOT,PARTNER,19,17,144,Commercial,13550,1155,107,3489,2.5,236,7,1,16,0,0
A00089119-V01,0.5,Maxi,14,6,Yearly,No,Retired,62446,Yes,68,66,M,F,50,47,6,1995,150,Diesel,RENAULT,KOLEOS,7,5,179,Tourism,28550,1655,28,332,0.7,446,44,3,62,0,0
A00049763-V01,0.5,Maxi,15,10,Quarterly,No,WorkPrivate,6088,No,69,0,F,,49,0,17,954,51,Gasoline,PEUGEOT,106,19,17,150,Tourism,9590,815,115,7391,340.7,88,99,2,6,0,0
A00046285-V01,0.58,Maxi,21,5,Monthly,No,Retired,47195,No,76,0,M,,56,0,12,1997,90,Diesel,PEUGEOT,206,13,12,180,Tourism,18000,1010,101,6267,7.1,195,25,4,47,2616,1
A00075660-V01,0.5,Mini,14,5,Monthly,No,WorkPrivate,61230,No,44,0,M,,23,0,30,2498,96,Diesel,PEUGEOT,505,30,25,170,Tourism,18965,1320,214,3962,1.6,230,19,3,61,0,0
A00056648-V01,0.5,Mini,29,5,Biannual,Yes,Retired,1281,No,66,0,M,,47,0,15,1587,120,Gasoline,CITROEN,SAXO,19,12,205,Tourism,13700,935,469,566,3.3,281,13,3,1,0,0
A00063675-V01,0.5,Maxi,11,5,Yearly,No,WorkPrivate,93029,Yes,59,58,M,F,40,38,5,1997,136,Diesel,FORD,KUGA,7,5,182,Tourism,28550,1498,46,778,66.7,29,95,1,93,0,0
A00081358-V02,0.5,Maxi,25,5,Yearly,No,WorkPrivate,69383,Yes,62,58,M,F,43,36,11,1149,59,Gasoline,RENAULT,TWINGO,15,9,151,Tourism,10138,823,174,632,90.4,383,99,1,69,0,0
A00068534-V01,0.5,Maxi,7,7,Quarterly,No,WorkPrivate,62539,No,53,0,F,,35,0,13,1870,81,Diesel,RENAULT,MEGANE,14,13,170,Tourism,15700,1140,146,521,0.3,539,43,1,62,0,0
A00057517-V01,0.5,Maxi,7,6,Monthly,No,WorkPrivate,40279,No,52,0,F,,28,0,7,1560,90,Diesel,PEUGEOT,308,8,6,180,Tourism,22550,1311,30,5822,12.3,279,4,1,40,0,0
A00032417-V01,0.5,Maxi,21,5,Yearly,Yes,WorkPrivate,42184,Yes,54,24,M,M,35,5,15,1527,58,Diesel,PEUGEOT,106,17,14,158,Tourism,10748,895,302,1566,10.7,184,34,2,42,0,0
A00038157-V01,0.5,Maxi,21,7,Biannual,No,WorkPrivate,67485,No,44,0,M,,26,0,11,1108,55,Gasoline,FIAT,PANDA,12,9,150,Tourism,9145,840,170,734,1.5,485,31,6,67,0,0
A00035825-V01,0.54,Maxi,5,5,Monthly,No,WorkPrivate,8188,No,30,0,M,,11,0,10,1995,164,Diesel,BMW,320,10,8,225,Tourism,33450,1415,274,2121,1.1,188,34,1,8,0,0
A00062478-V01,0.5,Maxi,35,9,Biannual,No,WorkPrivate,5040,Yes,69,61,F,M,48,43,9,2198,101,Diesel,FIAT,DUCATO,9,4,140,Commercial,28919,1910,1168,5703,2.6,40,7,2,5,0,0
A00060805-V01,0.5,Maxi,6,6,Biannual,No,WorkPrivate,73065,No,63,0,F,,41,0,6,1997,140,Diesel,PEUGEOT,308,6,4,208,Tourism,30600,1599,308,2121,56.5,65,99,2,73,0,0
A00072936-V01,0.5,Maxi,14,8,Biannual,No,Retired,1075,Yes,76,72,M,F,53,53,8,1461,106,Diesel,RENAULT,SCENIC,10,9,178,Tourism,24100,1365,234,1708,1.2,75,30,2,1,104.4,1
A00066417-V01,0.5,Maxi,5,5,Yearly,Yes,WorkPrivate,60012,Yes,45,52,M,F,27,25,11,2946,207,Gasoline,PEUGEOT,406,11,10,240,Tourism,36350,1530,152,422,3.3,12,23,1,60,0,0
A00044174-V01,0.5,Maxi,15,6,Monthly,No,WorkPrivate,57672,No,66,0,F,,41,0,15,1587,89,Gasoline,CITROEN,XSARA,16,15,168,Tourism,16907,1315,211,4986,41.6,672,97,7,57,2205.36,1
A00037201-V01,0.5,Median2,13,12,Yearly,No,WorkPrivate,34172,Yes,60,66,F,M,37,45,16,1149,59,Gasoline,RENAULT,TWINGO,17,15,151,Tourism,8522,823,45,5711,255.1,172,99,3,34,0,0
A00073131-V01,0.5,Maxi,9,7,Biannual,No,WorkPrivate,17300,Yes,38,39,M,F,19,21,14,1896,111,Diesel,VOLKSWAGEN,GOLF,17,16,190,Tourism,19179,1000,9,3168,74.7,300,98,3,17,0,0
A00038973-V01,0.5,Median1,13,9,Biannual,No,WorkPrivate,62875,Yes,53,52,M,F,33,24,20,1237,55,Gasoline,RENAULT,TWINGO,21,18,150,Tourism,9529,790,35,374,1.2,875,1,5,62,0,0
A00021108-V01,0.5,Median1,9,9,Biannual,No,Retired,30055,No,70,0,M,,52,0,18,1769,60,Diesel,PEUGEOT,PARTNER,19,17,135,Commercial,13183,1155,279,1310,0.6,55,38,1,30,0,0
A00037660-V01,0.57,Maxi,10,6,Monthly,No,WorkPrivate,44194,No,38,0,M,,17,0,15,1997,90,Diesel,PEUGEOT,206,16,10,180,Tourism,16200,1010,59,1771,6.9,194,54,2,44,0,0
A00028038-V01,0.5,Mini,17,5,Monthly,No,Retired,6088,No,72,0,M,,49,0,13,1242,75,Gasoline,FORD,FIESTA,17,13,170,Tourism,12000,940,115,7391,340.7,88,99,2,6,0,0
A00034685-V01,0.5,Maxi,30,13,Biannual,No,Retired,44162,No,82,0,M,,49,0,17,973,55,Gasoline,OPEL,CORSA,18,15,150,Tourism,9140,930,35,2992,43.1,162,96,2,44,0,0
A00006640-V01,0.55,Maxi,23,5,Biannual,No,Professional,83129,Yes,58,67,F,M,36,43,5,1560,109,Diesel,PEUGEOT,5008,6,5,185,Tourism,25800,1472,60,2691,34.9,129,40,2,83,759.54,1
A00053646-V02,0.5,Maxi,5,5,Biannual,No,Retired,22218,No,65,0,M,,45,0,10,2188,90,Diesel,RENAULT,MASTER,12,9,137,Commercial,23442,0,39,1636,1.3,218,47,3,22,0,0
A00024438-V01,0.5,Maxi,17,6,Monthly,No,Retired,37261,Yes,76,69,M,F,52,43,6,1124,60,Gasoline,CITROEN,C2,12,10,158,Tourism,11200,932,71,3335,135.2,261,99,2,37,93,1
A00074553-V01,0.5,Maxi,7,5,Monthly,No,WorkPrivate,92033,Yes,39,35,M,F,20,7,9,1968,140,Diesel,VOLKSWAGEN,PASSAT,10,9,209,Tourism,29900,1454,134,271,18.3,33,18,2,92,0,0
A00050947-V01,0.5,Maxi,9,9,Yearly,No,WorkPrivate,26058,No,62,0,M,,41,0,15,1997,111,Diesel,PEUGEOT,806,16,15,175,Tourism,27441,1595,139,2020,18.6,58,32,3,26,0,0
A00032017-V01,0.5,Maxi,16,16,Yearly,No,WorkPrivate,58194,Yes,65,67,F,M,46,47,16,1598,108,Gasoline,RENAULT,LAGUNA,17,15,195,Tourism,18752,1230,190,1735,37.5,194,99,3,58,0,0
A00004046-V01,0.5,Maxi,14,7,Yearly,No,WorkPrivate,35263,No,65,0,F,,46,0,9,1870,130,Diesel,SUZUKI,VITARA,10,1,170,Tourism,25790,1495,31,1803,2.5,263,5,4,35,1308,1
A00080485-V01,0.5,Median2,13,5,Yearly,No,WorkPrivate,14530,Yes,63,80,F,M,44,62,17,1769,60,Diesel,PEUGEOT,PARTNER,19,17,135,Commercial,13183,1155,21,843,1.7,530,47,2,14,0,0
A00009461-V01,0.5,Maxi,7,6,Biannual,No,WorkPrivate,59220,Yes,60,32,M,F,41,11,7,1997,136,Diesel,PEUGEOT,308,8,6,206,Tourism,24850,1421,47,459,16.9,220,40,5,59,0,0
A00070744-V01,0.5,Maxi,7,7,Monthly,No,WorkPrivate,1040,No,61,0,F,,42,0,15,1124,60,Gasoline,PEUGEOT,106,19,18,165,Tourism,9772,835,201,1127,0.4,40,21,2,1,0,0
A00070821-V01,0.5,Mini,27,13,Monthly,No,Retired,24172,No,86,0,M,,64,0,31,1905,66,Diesel,CITROEN,BX,32,28,157,Tourism,13660,990,144,3893,0.8,172,32,4,24,0,0
A00054140-V01,0.5,Maxi,32,7,Biannual,No,WorkPrivate,62736,No,69,0,M,,45,0,7,1598,120,Diesel,LANCIA,DELTA,7,4,194,Tourism,26000,1440,17,1000,4.1,736,30,2,62,0,0
A00089732-V01,0.5,Maxi,29,6,Monthly,No,Retired,13213,No,75,0,M,,57,0,10,1997,136,Diesel,PEUGEOT,407,11,10,208,Tourism,25700,1580,648,2800,89.3,213,99,3,13,0,0
A00054679-V01,0.5,Maxi,32,10,Biannual,No,WorkPrivate,6004,No,67,0,F,,38,0,10,1390,75,Gasoline,SEAT,IBIZA,13,12,174,Tourism,10865,1034,44,2699,75.6,4,97,1,6,0,0
A00043687-V01,0.6,Median1,5,5,Monthly,No,Professional,93029,No,35,0,M,,16,0,12,1753,75,Diesel,FORD,TRANSIT CONNECT,12,8,144,Commercial,15153,0,46,778,66.7,29,95,1,93,0,0
A00060209-V01,0.5,Median1,9,9,Biannual,No,WorkPrivate,35115,No,62,0,F,,42,0,21,1391,60,Gasoline,VOLKSWAGEN,GOLF,24,22,156,Tourism,11552,960,109,1042,19.8,115,97,1,35,0,0
A00034364-V01,0.5,Mini,11,7,Yearly,No,WorkPrivate,92026,Yes,34,41,M,F,16,9,19,1242,75,Gasoline,FORD,FIESTA,20,17,170,Tourism,10428,940,41,416,86.9,26,93,2,92,0,0
A00057075-V01,0.5,Maxi,10,5,Monthly,No,WorkPrivate,73128,Yes,54,51,M,F,29,21,8,1995,177,Diesel,BMW,320,8,7,230,Tourism,39750,1430,388,1267,3.7,128,32,2,73,0,0
A00017018-V01,0.5,Maxi,34,8,Biannual,No,Retired,66182,Yes,64,64,F,M,37,45,9,1150,73,Gasoline,CHEVROLET,KALOS,10,7,157,Tourism,10300,1015,4,1038,4.6,182,31,2,66,0,0
A00032160-V01,0.5,Maxi,5,5,Biannual,No,Retired,95598,No,73,0,F,,47,0,8,1240,66,Gasoline,NISSAN,MICRA,12,7,154,Tourism,11100,980,59,394,17.2,598,24,2,95,0,0
A00000017-V01,0.5,Maxi,10,7,Quarterly,No,WorkPrivate,56121,No,45,0,F,,26,0,12,1870,81,Diesel,RENAULT,MEGANE,14,12,170,Tourism,16300,1140,18,1483,57.8,121,98,1,56,0,0
A00076121-V01,0.5,Maxi,13,5,Biannual,No,WorkPrivate,77283,Yes,58,59,F,M,39,41,5,1560,109,Diesel,PEUGEOT,3008,6,5,180,Tourism,25550,1425,107,1909,0.9,283,15,1,77,1213.45,1
A00015929-V01,0.5,Median2,37,9,Biannual,No,Retired,34172,No,78,0,M,,56,0,16,1360,75,Gasoline,PEUGEOT,206,17,12,170,Tourism,11950,950,45,5711,255.1,172,99,3,34,0,0
A00063232-V01,0.72,Mini,6,5,Monthly,No,WorkPrivate,6029,No,49,0,F,,22,0,14,1242,60,Gasoline,FIAT,PUNTO,16,13,155,Tourism,9940,875,41,2099,73.4,29,98,1,6,0,0
A00080813-V01,0.5,Median2,31,5,Yearly,Yes,Retired,31232,No,85,0,M,,55,0,7,1461,86,Diesel,RENAULT,MEGANE,10,9,174,Tourism,20900,1235,123,3806,7.8,232,15,3,31,0,0
A00019699-V01,0.64,Median2,11,7,Biannual,No,WorkPrivate,17200,Yes,43,42,M,M,19,24,15,1598,90,Gasoline,RENAULT,CLIO,17,15,175,Tourism,13096,990,19,800,7.2,200,50,3,17,0,0
A00003781-V01,0.5,Maxi,6,6,Quarterly,No,WorkPrivate,94058,Yes,42,38,M,F,23,17,6,1390,123,Gasoline,VOLKSWAGEN,GOLF,7,3,200,Tourism,21360,1241,46,396,32.2,58,21,2,94,0,0
A00020938-V01,0.5,Maxi,9,5,Yearly,No,WorkPrivate,81065,No,63,0,M,,39,0,12,2172,125,Diesel,OPEL,ZAFIRA,13,11,187,Tourism,23930,1300,219,9871,42.7,65,98,2,81,0,0
A00049149-V01,0.5,Maxi,21,7,Yearly,No,WorkPrivate,51418,Yes,63,62,F,M,42,42,11,698,62,Gasoline,SMART,FORTWO,11,8,135,Tourism,11150,720,94,631,0.5,418,19,3,51,0,0
A00010088-V01,0.5,Median1,20,10,Yearly,No,WorkPrivate,72181,Yes,45,47,F,M,26,26,25,1108,48,Gasoline,RENAULT,SUPERCINQ,31,20,143,Tourism,7890,715,65,5260,142.3,181,99,3,72,0,0
A00016080-V02,0.5,Median2,5,5,Yearly,No,WorkPrivate,17300,Yes,80,45,M,F,46,26,12,1998,150,Gasoline,TOYOTA,RAV4,15,12,175,Tourism,25000,1365,9,3168,74.7,300,98,3,17,0,0
A00004785-V01,0.55,Maxi,18,6,Biannual,No,WorkPrivate,74245,No,39,0,F,,19,0,10,1968,140,Diesel,VOLKSWAGEN,TOURAN,11,8,197,Tourism,26200,1600,646,928,2.4,245,30,1,74,0,0
A00024329-V01,0.5,Maxi,8,7,Yearly,No,WorkPrivate,56047,No,63,0,F,,43,0,7,998,68,Gasoline,CITROEN,C1,10,6,157,Tourism,8700,845,110,3356,1.5,47,33,2,56,0,0
A00022581-V01,0.5,Maxi,16,10,Yearly,No,WorkPrivate,59104,No,55,0,F,,30,0,10,1360,74,Gasoline,CITROEN,C3,13,13,162,Tourism,12950,1095,139,630,3.3,104,45,1,59,0,0
A00049172-V01,0.5,Maxi,21,6,Yearly,No,Retired,38431,No,61,0,F,,32,0,16,1149,59,Gasoline,RENAULT,TWINGO,17,15,151,Tourism,8522,823,494,874,2.9,431,60,1,38,367.6,1
A00056346-V01,0.5,Maxi,40,11,Yearly,No,Retired,26315,No,83,0,F,,55,0,11,1686,75,Diesel,OPEL,MERIVA,12,11,160,Tourism,16830,1318,1043,2689,0.4,315,5,1,26,0,0
A00087765-V02,0.5,Maxi,11,6,Biannual,No,WorkPrivate,2A130,Yes,63,29,F,F,39,11,7,1968,140,Diesel,VOLKSWAGEN,TIGUAN,8,6,182,Tourism,33790,1604,349,3202,2.6,130,48,1,2A,112.08,1
A00018368-V01,0.56,Maxi,20,5,Yearly,No,Retired,26313,No,93,0,M,,75,0,12,1124,60,Gasoline,CITROEN,C3,13,13,156,Tourism,11050,1053,173,1491,5.1,313,32,3,26,0,0
A00081934-V01,0.5,Maxi,29,6,Biannual,No,Retired,41206,No,70,0,M,,52,0,8,1870,111,Diesel,RENAULT,LAGUNA,10,9,194,Tourism,25200,1350,101,1236,0.8,206,1,1,41,644.98,1
A00007998-V01,0.7,Median2,15,9,Monthly,No,WorkPrivate,74268,No,38,0,M,,20,0,12,1461,66,Diesel,RENAULT,CLIO,14,11,163,Commercial,12678,950,583,1902,17.8,268,33,1,74,0,0
A00022801-V01,0.5,Maxi,11,7,Monthly,No,Retired,49353,No,73,0,M,,53,0,7,1968,140,Diesel,VOLKSWAGEN,PASSAT,10,7,209,Tourism,32900,1454,26,1227,12.2,353,36,1,49,0,0
